SC_cat,BatchID,CpdID,SC_Target_name,Concentration (M),Destination Well,Destination Plate Barcode
S3175,S3175-01,Atomoxetine HCl,5-HT Receptor,5.00E-06,J7,PD-SC2-01
S3183,S3183-01,Amitriptyline HCl ,5-HT Receptor,5.00E-06,K16,PD-SC2-01
S3124,S3124-01,Dexamethasone Acetate,Autophagy#IL Receptor,5.00E-06,F18,PD-SC2-01
S3653,S3653-01,Spermidine trihydrochloride,NMDAR#Autophagy,5.00E-06,C10,PD-SC2-01
S3077,S3077-01,Tazobactam,Anti-infection,5.00E-06,C16,PD-SC2-01
S3660,S3660-01,Uniconazole,P450 (e.g. CYP17),5.00E-06,M15,PD-SC2-01
S3835,S3835-01,Loganin,BACE#AChR,5.00E-06,C19,PD-SC2-01
S3823,S3823-01,Schizandrol A,Others,5.00E-06,C21,PD-SC2-01
S3820,S3820-01,Dehydroevodiamine hydrochloride,AChR,5.00E-06,H4,PD-SC2-01
S3817,S3817-01,Harmine hydrochloride,DYRK,5.00E-06,E15,PD-SC2-01
S3816,S3816-01,Dehydroevodiamine,Others,5.00E-06,F15,PD-SC2-01
S3788,S3788-01,Carvacrol,Others,5.00E-06,H18,PD-SC2-01
S3786,S3786-01,Glabridin,GABA Receptor#PPAR,5.00E-06,D16,PD-SC2-01
S3769,S3769-01,Palmatine,AChR,5.00E-06,D3,PD-SC2-01
S3765,S3765-01,Picroside II,Immunology & Inflammation related,5.00E-06,I7,PD-SC2-01
S3652,S3652-01,3-Nitropropionic acid,Dehydrogenase,5.00E-06,I9,PD-SC2-01
S3735,S3735-01,Umeclidinium bromide,AChR,5.00E-06,K22,PD-SC2-01
S3723,S3723-01,Ramosetron Hydrochloride,5-HT Receptor,5.00E-06,J11,PD-SC2-01
S3718,S3718-01,Leuprolide Acetate,Estrogen/progestogen Receptor,5.00E-06,K10,PD-SC2-01
S3716,S3716-01,Flibanserin,5-HT Receptor,5.00E-06,F22,PD-SC2-01
S3706,S3706-01,Sarpogrelate hydrochloride,5-HT Receptor,5.00E-06,N11,PD-SC2-01
S3701,S3701-01,Benactyzine hydrochloride,AChR,5.00E-06,M16,PD-SC2-01
S3698,S3698-01,Nortriptyline hydrochloride,Others,5.00E-06,G5,PD-SC2-01
S3684,S3684-01,Methacholine chloride,AChR,5.00E-06,J22,PD-SC2-01
S3664,S3664-01,Flupenthixol dihydrochloride,Dopamine Receptor#Adrenergic Receptor,5.00E-06,E8,PD-SC2-01
S3656,S3656-01,Piribedil,Dopamine Receptor#Adrenergic Receptor,5.00E-06,C7,PD-SC2-01
S3655,S3655-01,Cefepime Dihydrochloride Monohydrate,Anti-infection,5.00E-06,L15,PD-SC2-01
S3654,S3654-01,Tauroursodeoxycholic Acid,Others,5.00E-06,K11,PD-SC2-01
S3730,S3730-01,Metaxalone,Others,5.00E-06,K18,PD-SC2-01
S3140,S3140-01,Milnacipran HCl,5-HT Receptor,5.00E-06,F17,PD-SC2-01
S3033,S3033-01,Vildagliptin,DPP-4,5.00E-06,G3,PD-SC2-01
S3117,S3117-01,Oxybutynin chloride,AChR,5.00E-06,F5,PD-SC2-01
S3133,S3133-01,Sulfamethazine,Anti-infection,5.00E-06,K6,PD-SC2-01
S3781,S3781-01,Ginkgolide C,Others,5.00E-06,C15,PD-SC2-01
S3839,S3839-01,1-Deoxynojirimycin,Others,5.00E-06,G16,PD-SC2-01
S3070,S3070-01,Piracetam,GluR,5.00E-06,E9,PD-SC2-01
S3696,S3696-01,PTP Inhibitor I,phosphatase,5.00E-06,D20,PD-SC2-01
S3024,S3024-01,Lamotrigine,Sodium Channel#5-HT Receptor,5.00E-06,K8,PD-SC2-01
S3043,S3043-01,Rofecoxib ,COX,5.00E-06,L4,PD-SC2-01
S3746,S3746-01,Lumefantrine,Anti-infection,5.00E-06,K5,PD-SC2-01
S3047,S3047-01,Otilonium Bromide,AChR,5.00E-06,J19,PD-SC2-01
S3100,S3100-01,2-Thiouracil,Others,5.00E-06,H17,PD-SC2-01
S3674,S3674-01,Levamlodipine,Calcium Channel,5.00E-06,F6,PD-SC2-01
S3063,S3063-01,Diclofenac Diethylamine,COX,5.00E-06,J9,PD-SC2-01
S3807,S3807-01,Dehydroandrographolide,Chloride Channel,5.00E-06,G7,PD-SC2-01
S3054,S3054-01,Alverine Citrate,OX Receptor,5.00E-06,C11,PD-SC2-01
S4078,S4078-01,Mefenamic Acid,COX,5.00E-06,F3,PD-SC2-01
S4076,S4076-01,Propranolol HCl,Adrenergic Receptor,5.00E-06,I8,PD-SC2-01
S4072,S4072-01,Decamethonium Bromide,AChR,5.00E-06,F11,PD-SC2-01
S4053,S4053-01,Sertraline HCl,5-HT Receptor,5.00E-06,E5,PD-SC2-01
S4051,S4051-01,Nabumetone,COX,5.00E-06,G17,PD-SC2-01
S4240,S4240-01,Doxylamine Succinate,Histamine Receptor,5.00E-06,H3,PD-SC2-01
S4031,S4031-01,Aclidinium Bromide,AChR,5.00E-06,L3,PD-SC2-01
S4026,S4026-01,Hydroxyzine 2HCl,Histamine Receptor,5.00E-06,M8,PD-SC2-01
S4025,S4025-01,Homatropine Bromide,AChR,5.00E-06,D9,PD-SC2-01
S4024,S4024-01,Homatropine Methylbromide,AChR,5.00E-06,G10,PD-SC2-01
S4022,S4022-01,Probenecid ,TRPV,5.00E-06,D8,PD-SC2-01
S4011,S4011-01,Ampiroxicam,COX,5.00E-06,M9,PD-SC2-01
S4000,S4000-01,Pergolide Mesylate,Dopamine Receptor,5.00E-06,K21,PD-SC2-01
S3974,S3974-01,(+)-Catechin hydrate,Others,5.00E-06,G8,PD-SC2-01
S4049,S4049-01,Valdecoxib,COX,5.00E-06,K15,PD-SC2-01
S4034,S4034-01,Diphemanil Methylsulfate,AChR,5.00E-06,N15,PD-SC2-01
S4095,S4095-01,Difluprednate,Others,5.00E-06,H16,PD-SC2-01
S4096,S4096-01,Droperidol,Dopamine Receptor,5.00E-06,H19,PD-SC2-01
S4244,S4244-01,Serotonin HCl,5-HT Receptor,5.00E-06,I19,PD-SC2-01
S4231,S4231-01,Pilocarpine HCl,AChR,5.00E-06,I18,PD-SC2-01
S4230,S4230-01,Oxaprozin,COX,5.00E-06,C6,PD-SC2-01
S4229,S4229-01,Oxybuprocaine HCl,Sodium Channel,5.00E-06,L6,PD-SC2-01
S4222,S4222-01,Piperacillin Sodium,Anti-infection,5.00E-06,M18,PD-SC2-01
S4190,S4190-01,Cinchophen,Others,5.00E-06,D21,PD-SC2-01
S4188,S4188-01,Sasapyrine,Immunology & Inflammation related,5.00E-06,L11,PD-SC2-01
S4181,S4181-01,Nicardipine HCl,Calcium Channel,5.00E-06,L10,PD-SC2-01
S4086,S4086-01,Loxapine Succinate,5-HT Receptor#Dopamine Receptor,5.00E-06,N19,PD-SC2-01
S4179,S4179-01,Mezlocillin Sodium,Anti-infection,5.00E-06,F21,PD-SC2-01
S4162,S4162-01,Benzethonium Chloride,AChR,5.00E-06,E21,PD-SC2-01
S4149,S4149-01,Amfenac Sodium Monohydrate,COX,5.00E-06,K3,PD-SC2-01
S4143,S4143-01,Pentoxyverine Citrate,AChR,5.00E-06,D19,PD-SC2-01
S4136,S4136-01,Carprofen,COX,5.00E-06,I21,PD-SC2-01
S4125,S4125-01,Sodium Phenylbutyrate,HDAC,5.00E-06,N21,PD-SC2-01
S4113,S4113-01,Desvenlafaxine,5-HT Receptor#Adrenergic Receptor,5.00E-06,F8,PD-SC2-01
S3972,S3972-01,Lobeline hydrochloride,AChR#Opioid Receptor,5.00E-06,L19,PD-SC2-01
S4112,S4112-01,Desvenlafaxine Succinate,Adrenergic Receptor#5-HT Receptor,5.00E-06,K19,PD-SC2-01
S4171,S4171-01,Choline Chloride,AChR,5.00E-06,D7,PD-SC2-01
S3969,S3969-01,Veratric acid,Immunology & Inflammation related,5.00E-06,C3,PD-SC2-01
S4023,S4023-01,Procaine HCl,NMDAR#Sodium Channel#AChR,5.00E-06,J18,PD-SC2-01
S3945,S3945-01,L-Cycloserine,Transferase,5.00E-06,F4,PD-SC2-01
S4100,S4100-01,Esmolol HCl,Adrenergic Receptor,5.00E-06,J10,PD-SC2-01
S4020,S4020-01,Sodium Picosulfate,Others,5.00E-06,E7,PD-SC2-01
S3960,S3960-01,Higenamine hydrochloride,Adrenergic Receptor,5.00E-06,E16,PD-SC2-01
S4239,S4239-01,Bergapten,DNA/RNA Synthesis,5.00E-06,M11,PD-SC2-01
S4232,S4232-01,Nithiamide,Anti-infection,5.00E-06,L17,PD-SC2-01
S3906,S3906-01,Astragalus polyphenols,Immunology & Inflammation related,5.00E-06,N17,PD-SC2-01
S3914,S3914-01,alpha-Hederin,Others,5.00E-06,F9,PD-SC2-01
S4243,S4243-01,Deoxycorticosterone acetate,Adrenergic Receptor,5.00E-06,N20,PD-SC2-01
S3922,S3922-01,(-)-epigallocatechin,Others,5.00E-06,F7,PD-SC2-01
S3866,S3866-01,Galanthamine,AChR,5.00E-06,H15,PD-SC2-01
S3968,S3968-01,Histamine,Histamine Receptor,5.00E-06,I10,PD-SC2-01
S3944,S3944-01,Valproic acid,HDAC,5.00E-06,I4,PD-SC2-01
S3884,S3884-01,Jatrorrhizine,AChR,5.00E-06,F10,PD-SC2-01
S3937,S3937-01,Pterostilbene,autophagy,5.00E-06,K4,PD-SC2-01
S3899,S3899-01,Hederagenin,Others,5.00E-06,E22,PD-SC2-01
S3903,S3903-01,Lycorine,AChR,5.00E-06,H5,PD-SC2-01
S3904,S3904-01,Isoimperatorin,Others,5.00E-06,I5,PD-SC2-01
S3872,S3872-01,Guaiacol,Others,5.00E-06,J16,PD-SC2-01
S3925,S3925-01,(-)-Epicatechin gallate,Others,5.00E-06,N16,PD-SC2-01
S3931,S3931-01,Ginsenoside Rd,Others,5.00E-06,M19,PD-SC2-01
S4635,S4635-01,Cyproheptadine hydrochloride,5-HT Receptor,5.00E-06,M7,PD-SC2-01
S4612,S4612-01,Dapson,Anti-infection,5.00E-06,J6,PD-SC2-01
S4618,S4618-01,Fenoldopam mesylate,Dopamine Receptor,5.00E-06,K15,PD-SC3-01
S4623,S4623-01,Methylbenactyzine Bromide,AChR,5.00E-06,K17,PD-SC3-01
S4626,S4626-01,Ethosuximide,Calcium Channel,5.00E-06,N21,PD-SC3-01
S4628,S4628-01,(+/-)-Sulfinpyrazone,COX,5.00E-06,N4,PD-SC3-01
S4639,S4639-01,Brexpiprazole,5-HT Receptor#Dopamine Receptor,5.00E-06,L10,PD-SC3-01
S4619,S4619-01,Itopride hydrochloride,AChR,5.00E-06,F20,PD-SC3-01
S4631,S4631-01,Prochlorperazine dimaleate salt ,Dopamine Receptor,5.00E-06,K19,PD-SC3-01
S4539,S4539-01,Salicylic acid,COX,5.00E-06,D9,PD-SC3-01
S4601,S4601-01,Clioquinol,Anti-infection,5.00E-06,H8,PD-SC3-01
S4685,S4685-01,Efavirenz,Reverse Transcriptase,5.00E-06,F9,PD-SC3-01
S4542,S4542-01,Trihexyphenidyl hydrochloride,AChR,5.00E-06,C4,PD-SC3-01
S4648,S4648-01,Dantrolene sodium hemiheptahydrate,Calcium Channel,5.00E-06,I17,PD-SC3-01
S4686,S4686-01,Vitamin E,COX#VEGFR,5.00E-06,I7,PD-SC3-01
S4526,S4526-01,Fenbufen,COX,5.00E-06,M8,PD-SC3-01
S4517,S4517-01,Cefotaxime sodium,Anti-infection,5.00E-06,D16,PD-SC3-01
S4509,S4509-01,4-Aminoantipyrine,Others,5.00E-06,L17,PD-SC3-01
S4506,S4506-01,Acetazolamide,Carbonic Anhydrase,5.00E-06,N18,PD-SC3-01
S4609,S4609-01,Diflunisal,COX,5.00E-06,N19,PD-SC3-01
S4651,S4651-01,Etoricoxib,COX,5.00E-06,M6,PD-SC3-01
S4750,S4750-01,Sulfacetamide sodium salt hydrate,Autophagy#Anti-infection,5.00E-06,C3,PD-SC3-01
S4691,S4691-01,Oxybenzone,Others,5.00E-06,L22,PD-SC3-01
S4660,S4660-01,Glycopyrrolate,AChR,5.00E-06,H18,PD-SC3-01
S4505,S4505-01,Vinblastine sulfate,Microtubule Associated#AChR,5.00E-06,L19,PD-SC3-01
S4570,S4570-01,Halothane,Others,5.00E-06,I4,PD-SC3-01
S4656,S4656-01,Parecoxib,COX,5.00E-06,M20,PD-SC3-01
S4558,S4558-01,Citiolone,Others,5.00E-06,G4,PD-SC3-01
S4661,S4661-01,Tiagabine hydrochloride,GABA Receptor,5.00E-06,L8,PD-SC3-01
S4319,S4319-01,Dibenzepine HCl,Others,5.00E-06,M16,PD-SC3-01
S4409,S4409-01,Quipazine Maleate,Others,5.00E-06,F22,PD-SC3-01
S4358,S4358-01,Pimozide,Others,5.00E-06,K9,PD-SC3-01
S4573,S4573-01,m-Tolyl acetate,Anti-infection,5.00E-06,J11,PD-SC3-01
S4751,S4751-01,Cisapride hydrate,5-HT Receptor,5.00E-06,N16,PD-SC3-01
S4655,S4655-01,Sulpiride,Dopamine Receptor,5.00E-06,D15,PD-SC3-01
S4748,S4748-01,Ondansetron Hydrochloride Dihydrate,5-HT Receptor,5.00E-06,E16,PD-SC3-01
S4731,S4731-01,Perphenazine,Dopamine Receptor,5.00E-06,D11,PD-SC3-01
S4508,S4508-01,"2,2,2-Tribromoethanol",Others,5.00E-06,E22,PD-SC3-01
S4718,S4718-01,Acetylcholine iodide,AChR,5.00E-06,I21,PD-SC3-01
S4667,S4667-01,Lidocaine hydrochloride,EGFR,5.00E-06,C6,PD-SC3-01
S4522,S4522-01,Dehydroacetic acid,Anti-infection,5.00E-06,K8,PD-SC3-01
S4693,S4693-01,Guanfacine Hydrochloride,Adrenergic Receptor,5.00E-06,G18,PD-SC3-01
S4687,S4687-01,Rivastigmine,AChR,5.00E-06,E11,PD-SC3-01
S4672,S4672-01,Dimenhydrinate,Others,5.00E-06,E9,PD-SC3-01
S4274,S4274-01,Rotigotine,Dopamine Receptor,5.00E-06,C7,PD-SC3-01
S4420,S4420-01,Mefloquine HCl,Anti-infection,5.00E-06,I11,PD-SC3-01
S4368,S4368-01,Carbenoxolone Sodium,Others,5.00E-06,N6,PD-SC3-01
S4585,S4585-01,Succinylsulfathiazole,Anti-infection,5.00E-06,K11,PD-SC3-01
S4281,S4281-01,Tasimelteon,Melatonin Receptor,5.00E-06,D3,PD-SC3-01
S4286,S4286-01,Anidulafungin,Anti-infection,5.00E-06,H17,PD-SC3-01
S4247,S4247-01,Prucalopride Succinate,5-HT Receptor,5.00E-06,G15,PD-SC3-01
S4248,S4248-01,Bromfenac Sodium,COX,5.00E-06,K21,PD-SC3-01
S4250,S4250-01,Sulfamethoxypyridazine,Anti-infection,5.00E-06,M21,PD-SC3-01
S4251,S4251-01,Phenothiazine,Dopamine Receptor,5.00E-06,F4,PD-SC3-01
S4256,S4256-01,Buspirone HCl,5-HT Receptor,5.00E-06,M7,PD-SC3-01
S4257,S4257-01,Alizapride HCl,Dopamine Receptor,5.00E-06,L9,PD-SC3-01
S4259,S4259-01,Vilazodone HCl,5-HT Receptor,5.00E-06,N9,PD-SC3-01
S4249,S4249-01,Flopropione,5-HT Receptor,5.00E-06,C18,PD-SC3-01
S4334,S4334-01,Mesoridazine Besylate,Others,5.00E-06,J18,PD-SC3-01
S4389,S4389-01,Bephenium Hydroxynaphthoate,Others,5.00E-06,D19,PD-SC3-01
S4385,S4385-01,Fosfomycin Tromethamine,Others,5.00E-06,N10,PD-SC3-01
S4380,S4380-01,Nomifensine Maleate,Others,5.00E-06,K20,PD-SC3-01
S4269,S4269-01,Vinorelbine Tartrate,Microtubule Associated,5.00E-06,C16,PD-SC3-01
S4377,S4377-01,Imipramine HCl,Others,5.00E-06,L18,PD-SC3-01
S4357,S4357-01,Tacrine HCl,Others,5.00E-06,L6,PD-SC3-01
S4422,S4422-01,Nitenpyram,AChR,5.00E-06,N3,PD-SC3-01
S4309,S4309-01,Bromocriptine Mesylate,Others,5.00E-06,K16,PD-SC3-01
S4295,S4295-01,Meclofenamate Sodium,COX,5.00E-06,G20,PD-SC3-01
S4292,S4292-01,Diphenidol HCl,AChR,5.00E-06,G3,PD-SC3-01
S4283,S4283-01,Cyclobenzaprine HCl,5-HT Receptor,5.00E-06,H15,PD-SC3-01
S4322,S4322-01,Disopyramide Phosphate ,Others,5.00E-06,K18,PD-SC3-01
S4882,S4882-01,Resorantel,Anti-infection,5.00E-06,H22,PD-SC3-01
S4992,S4992-01,Nanofin,AChR,5.00E-06,H6,PD-SC3-01
S5153,S5153-01,Tetrahydroberberine,Dopamine Receptor#5-HT Receptor,5.00E-06,F8,PD-SC3-01
S5017,S5017-01,Oxyclozanide,Anti-infection,5.00E-06,N8,PD-SC3-01
S5034,S5034-01,Melitracen hydrochloride,Dopamine Receptor,5.00E-06,J17,PD-SC3-01
S5066,S5066-01,Pramipexole dihydrochloride,Dopamine Receptor,5.00E-06,K22,PD-SC3-01
S5071,S5071-01,Duloxetine,5-HT Receptor,5.00E-06,G17,PD-SC3-01
S5073,S5073-01,Donepezil,AChR,5.00E-06,D18,PD-SC3-01
S5075,S5075-01,Acotiamide,AChR,5.00E-06,E4,PD-SC3-01
S5100,S5100-01,Pralidoxime Iodide,AChR,5.00E-06,E21,PD-SC3-01
S5002,S5002-01,Fingolimod HCl,S1P Receptor,5.00E-06,G11,PD-SC3-01
S4761,S4761-01,Thymoquinone,Others,5.00E-06,D8,PD-SC3-01
S5062,S5062-01,Daclatasvir Digydrochloride,HCV Protease,5.00E-06,E17,PD-SC3-01
S4963,S4963-01,Purpurin,Others,5.00E-06,N15,PD-SC3-01
S4785,S4785-01,Nicotinamide N-oxide,Others,5.00E-06,E3,PD-SC3-01
S4982,S4982-01,"2,2':5',2''-Terthiophene",Others,5.00E-06,C11,PD-SC3-01
S4790,S4790-01,3-Hydroxyflavone,Others,5.00E-06,N17,PD-SC3-01
S4976,S4976-01,Sulfalene,Others,5.00E-06,M22,PD-SC3-01
S5176,S5176-01,Fructose,Others,5.00E-06,F17,PD-SC3-01
S4938,S4938-01,Cedrol,P450 (e.g. CYP17),5.00E-06,G5,PD-SC3-01
S5043,S5043-01,Benorylate,Immunology & Inflammation related,5.00E-06,J15,PD-SC3-01
S4858,S4858-01,Tryptophol,Others,5.00E-06,D22,PD-SC3-01
S5140,S5140-01,Cinene,Others,5.00E-06,G9,PD-SC3-01
S4931,S4931-01,Propiverine hydrochloride,Others,5.00E-06,J16,PD-SC3-01
S5052,S5052-01,Granisetron,5-HT Receptor,5.00E-06,E10,PD-SC3-01
S4889,S4889-01,Perospirone hydrochloride,5-HT Receptor#Dopamine Receptor,5.00E-06,D21,PD-SC3-01
S4886,S4886-01,Menbutone,Others,5.00E-06,I18,PD-SC3-01
S5092,S5092-01,Febantel,Anti-infection,5.00E-06,H21,PD-SC3-01
S4765,S4765-01,Syringaldehyde,Others,5.00E-06,E15,PD-SC3-01
S4779,S4779-01,Menadiol Diacetate,Vitamin,5.00E-06,F10,PD-SC3-01
S4782,S4782-01,5-methoxyflavone,DNA/RNA Synthesis,5.00E-06,I15,PD-SC3-01
S4804,S4804-01,1-Naphthyl acetate,Others,5.00E-06,L15,PD-SC3-01
S4969,S4969-01,Tropine,Others,5.00E-06,E8,PD-SC3-01
S4926,S4926-01,(R)-Nepicastat HCl,Hydroxylase,5.00E-06,M15,PD-SC3-01
S4817,S4817-01,Atenolol,Adrenergic Receptor,5.00E-06,H7,PD-SC3-01
S4834,S4834-01,Propantheline bromide,AChR,5.00E-06,K7,PD-SC3-01
S4838,S4838-01,Acotiamide hydrochloride,AChR,5.00E-06,G7,PD-SC3-01
S4839,S4839-01,Mosapride,5-HT Receptor,5.00E-06,H10,PD-SC3-01
S4851,S4851-01,Tafluprost,Others,5.00E-06,K6,PD-SC3-01
S5428,S5428-01,Promazine hydrochloride,Dopamine Receptor#5-HT Receptor,5.00E-06,C17,PD-SC3-01
S5434,S5434-01,AS057278,Others,5.00E-06,G10,PD-SC3-01
S5480,S5480-01,Clidinium Bromide,AChR,5.00E-06,H20,PD-SC3-01
S5481,S5481-01,Molindone hydrochloride,Dopamine Receptor,5.00E-06,J19,PD-SC3-01
S5483,S5483-01,Tribenzagan Hydrochloride,Others,5.00E-06,L21,PD-SC3-01
S5485,S5485-01,Desipramine Hydrochloride,5-HT Receptor,5.00E-06,C8,PD-SC3-01
S5493,S5493-01,Atropine sulfate,Muscarinic AChR,5.00E-06,N5,PD-SC3-01
S5511,S5511-01,Ethyl (triphenylphosphoranylidene) acetate,AChR,5.00E-06,C9,PD-SC3-01
S5538,S5538-01,Tropisetron,5-HT Receptor#AChR,5.00E-06,D10,PD-SC3-01
S5565,S5565-01,Triflupromazine hydrochloride,D1/D2 receptor,5.00E-06,J3,PD-SC3-01
S5563,S5563-01,Thioridazine hydrochloride,Others,5.00E-06,H5,PD-SC3-01
S5473,S5473-01,Pivmecillinam hydrochloride,Anti-infection,5.00E-06,M18,PD-SC3-01
S5567,S5567-01,Trimethadione,Others,5.00E-06,L7,PD-SC3-01
S5426,S5426-01,Bromopyruvic acid,Others,5.00E-06,L3,PD-SC3-01
S5429,S5429-01,Diallyl sulfide,P450 (e.g. CYP17),5.00E-06,J8,PD-SC3-01
S5425,S5425-01,Phenylglyoxal hydrate,Dehydrogenase,5.00E-06,I20,PD-SC3-01
S5273,S5273-01,Canrenone,Others,5.00E-06,F7,PD-SC3-01
S5465,S5465-01,Morroniside,Others,5.00E-06,J5,PD-SC3-01
S5551,S5551-01,6-Paradol,Others,5.00E-06,I22,PD-SC3-01
S5401,S5401-01,Tegaserod Maleate,5-HT Receptor,5.00E-06,G16,PD-SC3-01
S5424,S5424-01,Carbaryl,Others,5.00E-06,I16,PD-SC3-01
S5177,S5177-01,Naproxen,COX,5.00E-06,C22,PD-SC3-01
S5482,S5482-01,Prilocaine hydrochloride,Sodium channel,5.00E-06,N22,PD-SC3-01
S5202,S5202-01,Quinocetone,Anti-infection,5.00E-06,M5,PD-SC3-01
S5398,S5398-01,Nefazodone hydrochloride,5-HT Receptor,5.00E-06,D5,PD-SC3-01
S5200,S5200-01,Diaveridine,DHFR,5.00E-06,J10,PD-SC3-01
S5215,S5215-01,Abacavir,Reverse Transcriptase,5.00E-06,C10,PD-SC3-01
S5449,S5449-01,3-Methoxybenzamide,Transferase,5.00E-06,G8,PD-SC3-01
S5239,S5239-01,Paroxetine mesylate,5-HT Receptor,5.00E-06,H16,PD-SC3-01
S5253,S5253-01,Cisapride,5-HT Receptor,5.00E-06,J21,PD-SC3-01
S5258,S5258-01,Revefenacin,AChR,5.00E-06,M4,PD-SC3-01
S5238,S5238-01,Solifenacin,mAChR,5.00E-06,E18,PD-SC3-01
S5309,S5309-01,Propyphenazone,Others,5.00E-06,J6,PD-SC3-01
S5312,S5312-01,Urolithin A,Autophagy,5.00E-06,F6,PD-SC3-01
S5317,S5317-01,UK 5099,Others,5.00E-06,E7,PD-SC3-01
S5324,S5324-01,Oxidopamine hydrobromide,Dopamine Receptor,5.00E-06,L16,PD-SC3-01
S5326,S5326-01,Dolasetron,5-HT3,5.00E-06,E6,PD-SC3-01
S5357,S5357-01,Safinamide,MAO,5.00E-06,L11,PD-SC3-01
S5383,S5383-01,Erucic acid,Others,5.00E-06,L20,PD-SC3-01
S5385,S5385-01,Imidafenacin,mAChR,5.00E-06,J4,PD-SC3-01
S5269,S5269-01,J147,Others,5.00E-06,J7,PD-SC3-01
S5914,S5914-01,AK 7,Sirtuin,5.00E-06,E5,PD-SC3-01
S5857,S5857-01,Trazodone,5-HT Receptor,5.00E-06,C5,PD-SC3-01
S5858,S5858-01,Vilazodone,5-HT Receptor,5.00E-06,J22,PD-SC3-01
S5862,S5862-01,Metoclopramide,Dopamine Receptor,5.00E-06,F19,PD-SC3-01
S5873,S5873-01,Scopolamine HBr trihydrate,AChR antagonist,5.00E-06,K5,PD-SC3-01
S5900,S5900-01,Edrophonium chloride,AChR,5.00E-06,E19,PD-SC3-01
S5919,S5919-01,KHS101 hydrochloride,Microtubule Associat,5.00E-06,D17,PD-SC3-01
S5848,S5848-01,Frovatriptan Succinate,5-HT Receptor,5.00E-06,D7,PD-SC3-01
S5931,S5931-01,BQCA,AChR,5.00E-06,D6,PD-SC3-01
S5950,S5950-01,Fingolimod,S1P Receptor,5.00E-06,D20,PD-SC3-01
S5639,S5639-01,"3,4-Dihydroxyphenylacetic acid",Others,5.00E-06,H4,PD-SC3-01
S5736,S5736-01,Benzathine penicilline,Anti-infection,5.00E-06,F18,PD-SC3-01
S6009,S6009-01,"1-Phenyl-1,2-propanedione",Others,5.00E-06,H9,PD-SC3-01
S5854,S5854-01,Xylometazoline,Others,5.00E-06,C21,PD-SC3-01
S5920,S5920-01,CA-5f,Autophagy,5.00E-06,I8,PD-SC3-01
S5844,S5844-01,Lobelin sulphate,AChR,5.00E-06,G19,PD-SC3-01
S5930,S5930-01,PNU 282987,AChR,5.00E-06,J9,PD-SC3-01
S5842,S5842-01,Cabergoline,Dopamine Receptor,5.00E-06,M9,PD-SC3-01
S5904,S5904-01,WHI-P97,JAK,5.00E-06,M11,PD-SC3-01
S6008,S6008-01,p-Hydroxybenzaldehyde,Others,5.00E-06,F21,PD-SC3-01
S5595,S5595-01,3-Carene,Others,5.00E-06,L4,PD-SC3-01
S5843,S5843-01,Cinitapride Hydrogen Tartrate,5-HT Receptor,5.00E-06,N20,PD-SC3-01
S5641,S5641-01,Rhodamine B,Others,5.00E-06,M3,PD-SC3-01
S5642,S5642-01,Homovanillic acid,dopamine,5.00E-06,M17,PD-SC3-01
S5655,S5655-01,Venlafaxine,5-HT Receptor,5.00E-06,G6,PD-SC3-01
S5669,S5669-01,Isoxsuprine hydrochloride,Adrenergic Receptor,5.00E-06,F5,PD-SC3-01
S5693,S5693-01,Levomilnacipran Hydrochloride,5-HT Receptor,5.00E-06,F3,PD-SC3-01
S5698,S5698-01,Ketorolac tromethamine salt,COX,5.00E-06,C15,PD-SC3-01
S5699,S5699-01,Scopolamine N-Oxide HydrobroMide Monohydrate,AChR,5.00E-06,M19,PD-SC3-01
S5618,S5618-01,Hippuric acid,Others,5.00E-06,I3,PD-SC3-01
S5796,S5796-01,Vanoxerine dihydrochloride,Dopamine Receptor,5.00E-06,C20,PD-SC3-01
S5747,S5747-01,Morantel tartrate,AChR,5.00E-06,D4,PD-SC3-01
S5749,S5749-01,Chlorpromazine,Others,5.00E-06,F11,PD-SC3-01
S5714,S5714-01,lurasidone,Dopamine Receptor#5-HT Receptor,5.00E-06,H19,PD-SC3-01
S5751,S5751-01,Dihydroergotamine Mesylate ,Adrenergic Receptor,5.00E-06,H11,PD-SC3-01
S5766,S5766-01,Alfuzosin,Adrenergic Receptor,5.00E-06,K10,PD-SC3-01
S5711,S5711-01,Deracoxib,COX,5.00E-06,F16,PD-SC3-01
S5716,S5716-01,Abemaciclib,CDK,5.00E-06,K4,PD-SC3-01
S5741,S5741-01,Quetiapine,Others,5.00E-06,C19,PD-SC3-01
S5804,S5804-01,N-Acetylcysteine amide,Immunology & Inflamm,5.00E-06,I9,PD-SC3-01
S6098,S6098-01,2-Hydroxy-3-methylbutanoic acid,Others,5.00E-06,L5,PD-SC3-01
S6352,S6352-01,Androsterone,Androgen Receptor,5.00E-06,I19,PD-SC3-01
S6313,S6313-01,Thiolactic Acid,Others,5.00E-06,M10,PD-SC3-01
S6258,S6258-01,"1,2-Propanediol",Others,5.00E-06,F15,PD-SC3-01
S6196,S6196-01,4-Nitrophenol,Others,5.00E-06,H3,PD-SC3-01
S6402,S6402-01,2-Aminoethanethiol,Others,5.00E-06,I10,PD-SC3-01
S6473,S6473-01,Pinaverium bromide,Calcium Channel,5.00E-06,E20,PD-SC3-01
S6283,S6283-01,"3,3-Dimethylglutaric acid",Others,5.00E-06,N7,PD-SC3-01
